MAL_ID,Members
721,168864
722,6398
723,4191
725,3064
727,3717
729,5461
730,7863
732,88797
738,52686
740,159007
743,134846
744,5935
748,5084
749,1422
750,11973
751,4608
752,8338
754,4512
756,39327
757,5998
758,15640
759,292902
760,22507
761,86810
762,128004
763,50151
764,29039
765,2355
766,9594
767,9650
769,11002
770,70481
771,7694
773,5208
776,9627
777,927751
779,71932
780,63955
781,65990
782,22985
783,7187
785,31917
786,5116
788,32827
789,46726
790,647468
791,7341
792,21466
793,66410
795,47397
796,2135
797,10027
798,14835
799,6953
800,38105
801,226877
807,45936
808,7176
810,3886
811,26897
812,34548
813,1221922
814,15471
815,21709
816,11680
817,10413
818,14814
819,43226
820,320508
821,38991
822,55662
824,8314
825,12791
831,24041
832,3550
833,14076
834,117627
835,9514
836,25116
837,30701
838,36167
839,2600
840,19467
841,27331
842,14285
844,8706
845,78542
846,162193
848,3089
849,916706
850,67795
851,34260
852,25924
853,1121021
854,22488
855,143374
856,170598
857,352020
858,4937
859,88501
860,44208
861,320896
863,37677
864,12957
865,6009
866,19782
867,19492
868,20238
869,20807
870,21787
872,30471
873,74393
874,198318
875,86015
876,27735
877,663610
878,34438
879,42997
880,66792
882,32488
883,29568
884,18777
885,152235
886,51485
887,4754
888,22476
889,1004399
890,21940
891,65182
892,58176
893,62116
894,123576
895,113753
896,137190
897,120272
898,149155
899,128420
900,123683
901,162601
902,121850
903,132960
904,123651
905,152555
906,132239
907,64795
908,70835
909,14426
910,24548
911,7346
912,7048
913,6221
914,17906
915,15579
916,45980
917,22838
918,1061613
919,14581
920,5717
921,6589
924,3533
925,4397
926,3229
927,5870
928,6525
929,13391
930,17491
932,8356
933,33381
934,803285
935,116644
936,236757
937,31650
938,6425
940,69707
941,33208
942,19484
943,9279
944,21852
949,128349
950,14426
951,12471
952,7767
953,73313
956,2671
957,96788
958,19113
959,9193
960,3945
961,11403
962,79068
963,38252
964,6598
965,5267
966,83524
967,131193
968,3856
969,117813
970,6344
971,24525
973,12278
974,93967
975,40658
976,20619
978,15738
979,16552
980,5589
981,27219
982,12885
983,3181
984,50274
985,110679
986,105264
987,77494
988,1819
989,1022
990,48227
991,7564
992,18701
993,5632
994,3393
995,46324
996,113284
997,54630
998,30492
999,6914
1000,37876
1001,2039
1002,78328
1003,27305
1004,98835
1005,13222
1006,24173
1007,33130
1008,19097
1009,3806
1010,16753
1011,19323
1012,1822
1013,60293
1014,5577
1015,71198
1016,61457
1017,46440
1018,18597
1019,24223
1020,11019
1021,13754
1022,9842
1023,68147
1024,5726
1025,31552
1026,4588
1027,2475
1028,13705
1029,146373
1030,108115
1032,8182
1033,186627
1034,46380
1035,4182
1036,5176
1037,9434
1039,4040
1040,5204
1043,19601
1044,8973
1045,26921
1046,13671
1048,26937
1049,14575
1050,93792
1051,58137
1052,2219
1053,3654
1055,32188
1056,6940
1057,7476
1058,2042
1059,3232
1060,53066
1062,11649
1064,10983
1065,35807
1066,34788
1067,36772
1068,3920
1069,8131
1070,8583
1071,3165
1072,38577
1074,81104
1075,2434
1076,3487
1078,31772
1079,35585
1080,19556
1081,9013
1082,15672
1083,4178
1084,10277
1085,14320
1086,21874
1087,48321
1088,110280
1089,47971
1090,44162
1091,35484
1092,34887
1093,4364
1094,38369
1095,47597
1096,37730
1097,11014
1098,10481
1099,2379
1100,5709
1101,15718
1102,4198
1103,20175
1104,8877
1105,6680
1106,10396
1107,56103
1108,17578
1109,11414
1110,45256
1111,7794
1112,7812
1115,4406
1116,6919
1117,190858
1118,179123
1119,155415
1120,120695
1121,98902
1122,115652
1123,7961
1124,8866
1126,13992
1127,20757
1128,9959
1129,3854
1130,9752
1132,156742
1133,31415
1135,12542
1136,15448
1137,16224
1138,59349
1139,1000
1140,73743
1141,8470
1142,106797
1143,23480
1144,16556
1145,15218
1146,16037
1147,11936
1148,11187
1149,9262
1150,5997
1151,18213
1152,11709
1153,12450
1154,1598
1155,2596
1156,10712
1157,36905
1158,3694
1159,2201
1160,4368
1161,7096
1162,3715
1163,15221
1164,22484
1165,6347
1166,5037
1167,9524
1168,9796
1169,6771
1170,19880
1171,20654
1172,55141
1174,20780
1175,5000
1176,2486
1177,39610
1178,6682
1179,7634
1180,11519
1181,9885
1182,13519
1183,5714
1184,17357
1185,6131
1186,9766
1187,13250
1188,2987
1189,6868
1190,15954
1191,11974
1192,38042
1193,5746
1194,20958
1195,816626
1196,9566
1198,19993
1199,7595
1200,8459
1202,13455
1203,9770
1204,9593
1205,26490
1206,9122
1207,6255
1208,4214
1209,10061
1210,740777
1211,17385
1212,51967
1214,21848
1215,23675
1216,10125
1217,8401
1218,49535
1219,21419
1220,12022
1221,35422
1222,231145
1223,9158
1224,13555
1225,15121
1226,9663
1227,3679
1228,3939
1230,27025
1231,14881
1232,8681
1233,8885
1234,4470
1235,7041
1236,2874
1237,33356
1238,32015
1239,119469
1240,41461
1241,23836
1243,31377
1244,2545
1245,11545
1246,12912
1247,3932
1248,9845
1249,12395
1250,95732
1251,68910
1252,8277
1253,50546
1254,187913
1255,16304
1256,19505
1257,57204
1258,17714
1259,24297
1260,16626
1261,13757
1262,13149
1264,18892
1265,3243
1266,2770
1267,2513
1268,3630
1269,15049
1270,17487
1271,5472
1276,8403
1277,5429
1278,26010
1279,13554
1280,12684
1281,210351
1283,4376
1284,2695
1285,16970
1286,8559
1287,3630
1288,37096
1289,10701
1290,12494
1292,375256
1293,88625
1295,5833
1296,6901
1297,6042
1298,5811
1299,21669
1300,4341
1301,20625
1302,9658
1303,83026
1311,38110
1312,9728
1313,222037
1314,2469
1316,19392
1317,8826
1324,11112
1325,6751
1327,15141
1328,4961
1329,3917
1333,1153
1335,25888
1336,8694
1337,4235
1338,7655
1340,4096
1341,13305
1342,11643
1343,9371
1344,4785
1345,4580
1346,18747
1347,54467
1348,12259
1349,12255
1350,19778
1351,22099
1352,31656
1355,1267
1356,31519
1357,14829
1358,21571
1361,71197
1362,31984
1363,62320
1364,63505
1365,77749
1366,52008
1367,56612
1368,16176
1369,20328
1370,8553
1371,10291
1372,36326
1373,5749
1374,22867
1375,16903
1376,11133
1377,4862
1378,5400
1379,56947
1380,11516
1381,3841
1382,10379
1384,22232
1391,8799
1392,3126
1393,2992
1394,2946
1395,2964
1396,869
1397,31425
1398,13848
1399,9524
1400,9637
1409,4514
1410,11251
1411,2996
1412,102629
1413,7881
1414,6893
1415,8692
1416,11641
1417,8884
1418,11326
1419,11740
1420,6979
1421,7035
1422,7443
1423,6894
1424,7156
1425,34921
1426,22402
1427,6171
1428,5823
1429,6435
1430,116262
1431,7498
1432,11517
1433,9170
1434,7523
1435,14150
1436,7932
1437,8345
1438,8270
1439,8786
1440,3433
1441,26203
1442,8639
1443,7007
1444,5493
1445,15693
1448,12622
1450,13656
1451,4755
1452,2685
1453,72811
1454,75139
1455,7295
1456,5052
1457,24560
1458,3375
1459,16834
1460,4557
1462,134143
1465,6040
1466,4953
1468,19502
1469,44967
1470,80621
1471,26902
1472,21717
1473,24330
1474,8893
1475,8544
1476,7990
1477,8654
1478,7779
1479,6292
1480,7384
1481,5538
1482,690794
1483,27900
1484,9605
1485,23011
1486,68901
1487,23834
1488,18987
1489,7587
1490,12644
1491,38367
1492,14600
1493,6204
1494,10966
1495,4657
1496,12765
1497,4758
1498,103316
1500,11503
1501,7178
1502,8151
1503,1889
1504,9609
1505,49836
1506,56086
1508,9321
1509,25711
1514,7485
1515,3855
1516,32473
1517,15530
1519,517548
1520,40354
1521,13541
1524,19194
1525,24331
1526,117950
1527,32273
1528,2314
1529,3316
1530,271407
1531,35026
1532,50018
1533,23403
1534,14046
1535,3883471
1536,172457
1537,2471
1538,43226
1539,3578
1540,3905
1541,12380
1542,10906
1543,40885
1544,4301
1546,95080
1547,943
1548,5828
1549,4922
1550,9715
1552,1315
1553,7772
1554,24815
1555,37459
1556,21001
1557,56069
1559,302322
1560,4672
1561,8771
1562,161298
1563,33942
1564,188543
1565,147493
1566,100334
1567,21007
1568,67683
1569,63504
1570,36431
1571,230602
1572,8134
1573,14289
1574,2260
1575,2242091
1576,38646
1577,29180
1578,11866
1579,98010
1580,2556
1581,31827
1582,3173
1583,21487
1584,3045
1585,2692
1586,3906
1587,17180
1588,27197
1589,93165
1590,3278
1591,14341
1592,26124
1593,33608
1594,161657
1596,7833
1597,5926
1598,8982
1599,6247
1600,5574
1601,45560
1602,22893
1603,8079
1604,556066
1606,110595
1607,29994
1608,10327
1609,19297
1611,3548
1613,2856
1614,58478
1617,4141
1618,5757
1619,20152
1620,2841
1621,2256
1622,7893
1623,5066
1624,4005
1625,2963
1626,6335
1627,2577
1628,10816
1629,25591
1630,4487
1631,12400
1637,15411
1638,4890
1640,20754
1641,3087
1642,42412
1643,2219
1644,2400
1645,6504
1647,11882
1648,6257
1650,28826
1651,8776
1652,6300
1654,15585
1655,9100
1657,16800
1658,8677
1659,6277
1660,6448
1661,16997
1662,3532
1663,11128
1664,3845
1665,2832
1666,2087
1667,2497
1668,49048
1669,68204
1670,11916
1671,2705
1672,3334
1673,2128
1674,29916
1675,9992
1676,5880
1677,2602
1678,34171
1679,10807
1681,44344
1682,17251
1683,7926
1685,23224
1686,279908
1688,22922
1689,940839
1690,191103
1691,453496
1692,10417
1693,9045
1694,23205
1695,29524
1696,57769
1698,314396
1699,183636
1701,5424
1703,12072
1704,11944
1705,2175
1706,10892
1707,17378
1708,2949
1709,78013
1710,39553
1711,3243
1712,1601
1713,2271
1718,8081
1719,60828
1720,7143
1721,20287
1722,102386
1723,176362
1724,6990
1725,5592
1726,308880
1727,31641
1728,22352
1729,22853
1731,52763
1732,17929
1733,4531
1734,14652
1735,2471474
1736,5173
1737,2669
1738,20634
1740,1851
1741,1939
1742,3388
1743,4949
1744,19882
1745,1300
1746,11338
1747,24393
1748,3076
1749,14950
1750,14214
1751,7043
1752,3921
1753,2521
1754,3909
1755,3393
1756,3404
1757,4125
1758,2566
1759,4369
1760,19145
1761,10616
1762,21736
1764,20302
1765,4676
1766,3280
1767,6220
1768,3128
1769,5825
1771,2503
1772,2390
1773,11755
1774,2737
1775,7784
1776,1366
1777,6758
1786,3007
1789,4012
1792,13661
1793,20101
1794,5516
1795,5063
1796,10411
1797,10199
1798,6241
1799,11136
1800,9826
1802,9641
1803,5940
1804,10666
1805,6289
1806,4711
1807,22603
1808,52533
1810,43299
1811,4178
1812,5226
1813,51014
1815,63377
1816,80359
1817,26397
1818,671213
1819,3253
1820,2547
1822,9491
1823,6577
1824,54286
1825,13876
1826,29503
1827,218237
1828,2165
1829,147291
1830,15797
1831,3285
1832,6629
1833,1935
1835,13536
1836,55998
1837,6317
1838,25805
1839,1548
1840,502753
1841,8296
1842,69113
1843,3347
1844,14640
1845,5079
1846,12596
1847,24373
1848,3421
1849,1615
1850,1042
1851,967
1852,79586
1853,10327
1854,4195
1855,2127
1856,6684
1857,3241
1858,31329
1859,21280
1860,94719
1861,17308
1862,26553
1864,11101
1865,8489
1866,3738
1867,2410
1868,8363
1869,18338
1872,1353
1873,3986
1874,5477
1878,7698
1879,13212
1880,6561
1881,8425
1882,4636
1883,2297
1884,2828
1885,2188
1886,6326
1887,648958
1888,26720
1889,478819
1891,2493
1892,1404
1893,3145
1894,74731
1897,2232
1898,3485
1899,3569
1900,1987
1901,12007
1902,6704
1903,1795
1904,3525
1905,2912
1906,6030
1907,2244
1908,9755
1909,5291
1910,10303
1911,13747
1912,14474
1913,45586
1914,41289
1915,53486
1916,14711
1917,16145
1918,7903
1919,8180
1920,12400
1921,20362
1922,8870
1923,8334
1924,8639
1925,8681
1927,3308
1928,3708
1929,19386
1930,6965
1931,6713
1932,17917
1933,2025
1935,21935
1936,2128
1937,2107
1938,2264
1939,3191
1940,8784
1941,11394
1942,9112
1943,541741
1944,15089
1946,32789
1947,2395
1949,3543
1951,34107
1952,19814
1953,50835
1954,16341
1955,2554
1956,81107
1957,6279
1959,2896
1961,23178
1962,2616
1964,4224
1965,100554
1966,3344
1967,13181
1968,11673
1969,11549
1972,12549
1973,4087
1974,39694
1975,1757
1977,3375
1978,10880
1979,4340
1980,16959
1981,8197
1982,3751
1983,5177
1984,3250
1985,12072
1986,1945
1988,11324
1989,2823
1990,1496
1991,5973
1992,2397
1994,12031
1995,8689
1996,9927
1999,3298
2000,38612
2001,1605803
2002,111417
2003,2602
2004,15869
2006,52738
2008,2535
2009,3115
2010,5442
2011,7301
2012,21056
2013,9382
2014,11265
2015,2663
2016,7760
2017,8500
2018,5755
2019,3496
2020,33691
2022,1555
2023,3776
2024,906
2025,944902
2026,225880
2027,2105
2028,798
2029,5785
2030,54855
2031,34944
2032,9573
2033,10772
2034,589849
2035,27482
2036,4883
2037,9805
2038,5475
2039,3695
2040,3536
2041,10697
2042,13832
2043,21962
2044,15008
2045,1743
2046,1683
2047,4364
2048,10372
2049,2380
2050,7236
2051,2958
2052,2060
2053,3562
2054,1915
2055,2749
2056,2839
2057,3510
2058,1785
2059,2184
2060,7287
2061,3534
2062,3300
2063,3220
2064,3224
2065,2562
2066,2153
2067,4721
2068,3474
2069,1923
2071,8357
2072,2584
2073,1540
2074,1596
2075,1426
2076,31060
2077,3665
2078,2681
2079,2184
2080,1478
2081,1763
2082,1885
2083,3473
2084,4059
2085,1360
2086,1376
2087,3419
2088,3183
2089,6591
2090,3871
2091,1316
2092,1632
2093,1559
2094,2388
2095,1806
2096,1491
2097,3401
2098,9007
2099,5235
2100,3588
2101,1835
2102,3531
2103,4211
2104,327824
2105,20238
2106,10969
2107,71002
2108,17599
2109,10115
2110,8387
2111,4580
2112,44561
2113,11241
2114,2164
2116,86417
2117,12744
2118,6230
2119,5394
2120,5001
2121,5400
2122,5017
2123,21227
2124,37330
2125,13236
2126,13400
2127,2556
2128,3060
2129,216647
2130,79773
2131,108750
2132,17239
2133,3861
2142,54799
2143,13456
2144,210609
2146,2568
2147,11764
2150,27509
2151,7074
2152,12703
2153,6914
2154,111767
2155,21457
2156,108328
2157,6878
2158,61887
2159,100371
2161,32689
2162,9184
2163,25784
2164,147226
2165,5937
2166,28241
2167,1410585
2168,3415
2169,9073
2170,10935
2171,44498
2172,3684
2173,652
2174,10264
2175,49537
2176,5065
2178,18977
2179,3234
2180,3493
2181,3041
2182,26249
2183,5925
2193,5006
2196,7644
2198,25784
2199,13621
2200,5318
2201,87984
2202,11092
2203,7441
2204,12161
2205,15898
2206,3345
2207,2755
2210,16954
2211,5074
2212,5809
2213,36227
2214,13582
2215,6936
2216,123865
2217,8950
2219,5167
2220,9962
2221,8802
2222,16181
2223,3033
2224,5722
2225,37639
2226,869
2227,6778
2228,5378
2229,24063
2230,5894
2231,4385
2232,1407
2233,1354
2234,2481
2235,25143
2236,789887
2237,18124
2243,2803
2244,2444
2245,5994
2246,326087
2248,77979
2249,6194
2250,3687
2251,903974
2252,32930
2253,17965
2254,5619
2255,5612
2256,1834
2257,6117
2258,1134
2259,4755
2260,2375
2261,7549
2262,5691
2263,19769
2264,4495
2267,8232
2269,10872
2272,2294
2273,60201
2277,4399
2278,2217
2279,4590
2280,1534
2281,9862
2282,2132
2283,4260
2284,5410
2285,4985
2286,10469
2287,5160
2288,7988
2289,2706
2290,8056
2291,9701
2292,3425
2293,6971
2294,11706
2298,16178
2299,2385
2300,4156
2301,2259
2302,4904
2303,4299
2304,3596
2305,3681
2306,3813
2307,3495
2308,4927
2309,3625
2310,1781
2311,2684
2312,3531
2313,10351
2314,1422
2316,2210
2317,6386
2318,2424
2319,3404
2321,26906
2322,5052
2330,13527
2331,6022
2332,16067
2333,5304
2334,1606
2335,9195
2336,9655
2337,5668
2346,10962
2354,31373
2355,23314
2356,24438
2361,5792
2362,2750
2363,32547
2364,4965
2365,2202
2367,28685
2369,62032
2382,1570
2383,10921
2384,2834
2385,42860
2386,45923
2387,5144
2388,1362
2389,10441
2390,33594
2391,9236
2392,15589
2393,10356
2397,78961
2398,53068
2399,2260
2400,14175
2402,91873
2403,111714
2404,139166
2405,4321
2407,6783
2408,5806
2409,15732
2414,4632
2415,5012
2416,2674
2418,332477
2419,7019
2420,4797
2421,1032
2422,3498
2423,3095
2424,28581
2427,6122
2428,1818
2429,3441
2448,29744
2449,40742
2450,10267
2451,23295
2452,11442
2453,3231
2454,10208
2455,1534
2456,2128
2457,3543
2458,8304
2459,5753
2460,7597
2461,8618
2462,4558
2463,4706
2464,1385
2465,3272
2466,1772
2467,2801
2468,4704
2470,5717
2471,62999
2472,297596
2473,4762
2474,3188
2475,3712
2476,664754
2482,2323
2483,2569
2484,3775
2486,7589
2487,2227
2488,21265
2489,16779
2490,36886
2491,2603
2492,2392
2493,2331
2494,98170
2495,5976
2497,10686
2498,17410
2499,17394
2500,14679
2501,1862
2503,1135
2508,83313
2510,3297
2511,3385
2512,17053
2513,15803
2514,17789
2515,14365
2516,6537
2517,5724
2518,3382
2520,32002
2521,3280
2522,3053
2523,12838
2524,8268
2525,6106
2526,5680
2527,3565
2528,3556
2529,2311
2534,6494
2535,2946
2536,3420
2538,1509
2542,10604
2543,9023
2544,6917
2545,2091
2546,4375
2547,20830
2548,9276
2549,6379
2550,2984
2552,2750
2553,7861
2554,5817
2555,4610
2556,5142
2557,8448
2558,6702
2559,49933
2560,11357
2561,5118
2562,32214
2563,37941
2564,18418
2565,2927
2566,1043
2567,2243
2568,1038
2569,7498
2570,3124
2571,10098
2572,3543
2573,2759
2574,2220
2575,1284
2576,3345
2577,9258
2578,1285
2579,5509
2580,12020
2581,219834
2582,25090
2583,4375
2584,3778
2585,4555
2586,3871
2589,21966
2591,3993
2592,8378
2593,425507
2594,68285
2595,36889
2596,151761
2597,14335
2598,6980
2599,1203
2600,1098
2601,1415
2602,39385
2603,16860
2604,24291
2605,344942
2606,13663
2607,7446
2608,43706
2609,6645
2611,10856
2612,2336
2613,2394
2614,2011
2615,11862
2616,4392
2617,7553
2618,20497
2619,9771
2620,4950
2621,6406
2622,3169
2623,22322
2624,2287
2625,2473
2626,1747
2628,1545
2629,1939
2630,2532
2631,1696
2632,1808
2633,1851
2634,3217
2639,532
2645,1685
2646,1961
2647,814
2648,5831
2649,3505
2650,2341
2651,2691
2652,3531
2653,2001
2654,6201
2655,9941
2656,8482
2657,5393
2658,5406
2659,6683
2660,3281
2661,7753
2662,5210
2664,7900
2665,8389
2666,5315
2667,5781
2668,5214
2669,6838
2670,12166
2671,6749
2672,5204
2673,9764
2674,4998
2675,8577
2676,7373
2677,7755
2678,4294
2679,2105
2682,2903
2683,38381
2684,9109
2685,95424
2686,3608
2687,1096
2688,5810
2689,1661
2690,2316
2692,3702
2693,4053
2694,4491
2695,10147
2696,3827
2697,1786
2698,5337
2699,3026
2700,1646
2702,1518
2703,5815
2704,5043
2705,11456
2706,6565
2707,1396
2709,4082
2710,775
2713,6485
2714,1865
2715,3116
2716,2262
2717,4267
2718,2295
2719,4885
2722,9133
2723,3423
2724,20912
2725,10015
2726,7189
2727,3596
2730,10888
2731,1173
2733,3525
2734,5105
2736,2707
2737,1485
2738,713
2739,855
2740,1854
2741,1012
2743,8329
2744,16975
2745,3505
2746,18991
2747,12882
2748,5569
2749,1443
2751,13285
2752,37270
2753,13430
2754,3701
2756,14526
2757,2443
2758,1681
2759,563005
2760,4643
2761,10223
2762,11133
2765,2856
2766,4357
2767,5857
2769,1992
2770,3561
2771,2416
2772,27524
2775,38680
2776,3355
2777,1943
2778,1722
2779,2270
2780,4456
2781,3259
2782,13748
2783,2075
2784,7468
2785,2114
2786,3748
2787,308414
2789,13692
2790,2427
2791,2221
2792,3452
2793,4514
2795,76620
2797,4556
2800,31183
2801,2556
2802,2908
2803,4532
2804,3225
2805,1291
2806,1885
2808,11935
2809,702
2810,6064
2811,6006
2813,6101
2814,1170
2815,1824
2816,6029
2817,8249
2818,2733
2819,6864
2820,2509
2823,2918
2824,1338
2825,7389
2826,2723
2827,4210
2828,15923
2829,20725
2830,1116
2831,1445
2832,23390
2833,1732
2834,5525
2835,8467
2836,3833
2837,1944
2839,2328
2840,2168
2842,15245
2847,115951
2848,17752
2851,1901
2876,1179
2881,2634
2882,2507
2884,10455
2885,1672
2889,247729
2890,578561
2891,22914
2892,2235
2895,4119
2897,3595
2899,78168
2901,2372
2903,14316
2904,1773994
2905,23516
2906,1091
2907,9179
2911,5632
2912,2965
2913,2984
2915,1796
2916,1528
2920,6348
2921,51762
2922,5264
2923,219299
2924,255867
2926,186119
2927,90280
2928,21596
2929,5153
2931,15708
2933,2799
2934,3602
2937,18065
2938,6210
2942,30710
2947,5544
2948,5333
2950,26560
2951,56532
2952,132347
2954,7444
2961,113209
2962,46297
2963,172889
2964,30895
2965,10176
2966,814713
2967,5623
2969,39488
2970,36592
2971,24178
2972,2659
2973,5658
2974,2882
2978,10783
2980,1777
2981,65657
2983,9012
2985,67475
2986,88594
2987,4787
2993,685204
2994,206105
2997,4044
2998,3407
2999,2952
3000,10332
3001,73087
3002,353320
3003,3182
3004,3913
3005,6323
3006,5451
3007,5901
3008,5306
3009,10640
3010,12376
3011,11760
3012,6986
3014,39353
3015,15154
3016,34759
3019,6349
3020,1290
3021,3236
3022,1496
3023,2427
3024,5539
3025,2218
3026,2931
3027,9105
3028,1429
3031,20892
3032,22139
3033,25682
3035,3501
3036,2640
3037,3571
3043,5961
3044,14569
3051,5970
